band_gap,density,volume,nsites,crystal_Cubic,crystal_Hexagonal,crystal_Monoclinic,crystal_Orthorhombic,crystal_Tetragonal,crystal_Triclinic,crystal_Trigonal,formation_energy_pbe,formation_energy_r2scan,material_id,formula
0.0,6.791641239563196,116.94436002058241,3,False,False,False,False,True,False,False,0.34935596941851776,0.01120678446313713,mp-985286,Ac2Mg
0.0,7.055287093922438,128.9843902134862,4,True,False,False,False,False,False,False,-0.018936060362818766,-0.16714394993011178,mp-1183074,Ac2MgGa
0.0,8.045456041810434,141.4845630793459,4,True,False,False,False,False,False,False,-0.011215402468991574,-0.30138799305977754,mp-1183078,Ac2MgPb
0.0,7.178167068725801,138.1086176115119,4,True,False,False,False,False,False,False,-0.13517350558440755,-0.33070855144565436,mp-866103,Ac2MgSn
0.0,8.085059245187924,140.21302232701095,4,True,False,False,False,False,False,False,0.3785964343430086,-0.22703672723277818,mp-1183079,Ac2MgTl
0.0,8.81890449891407,110.21425368712057,4,True,False,False,False,False,False,False,-0.04580553996069714,-0.3271155768597396,mp-983587,Ac2NiGe
0.0,11.66664295683749,100.33145455665266,4,True,False,False,False,False,False,False,-0.18335537559339107,-0.35225933159458883,mp-862849,Ac2NiIr
3.522599999999999,9.109129867325775,91.51122386046316,5,False,False,False,False,False,False,True,-3.314286553184519,-3.7501892944081496,mp-11107,Ac2O3
3.0275,5.562970721400395,328.4648931310559,10,False,False,False,False,False,False,True,-2.3234905181831556,-2.449216668114639,mp-977351,Ac2S3
0.0,9.576407649547766,117.7469182698491,4,True,False,False,False,False,False,False,-0.3101727632492878,-0.6122278009196598,mp-862698,Ac2SiAu
0.0,9.212666158817267,123.04899776225282,4,True,False,False,False,False,False,False,-0.4554059004569713,-0.4339017485567326,mp-983586,Ac2SiHg
0.0,8.61022870876441,113.49714470002762,4,True,False,False,False,False,False,False,-0.5017081348347666,-0.6398517487933936,mp-865855,Ac2SiPd
0.0,9.533838808198968,134.68812364411662,4,True,False,False,False,False,False,False,-0.3162766027446335,-0.6441577647950065,mp-864795,Ac2SnHg
0.0,9.256491185955248,138.27421446742449,4,True,False,False,False,False,False,False,0.0037576057493134973,-0.4282997768924732,mp-1183072,Ac2TlCd
0.0,9.190531921704455,139.7014858262732,4,True,False,False,False,False,False,False,-0.1875372215715005,-0.5509976110702561,mp-1183073,Ac2TlIn
0.0,9.27724218323011,139.09238947924393,4,True,False,False,False,False,False,False,-0.2874878786082381,-0.5766511477627331,mp-1183070,Ac2TlSn
0.0,7.558103070241818,143.10254944697016,4,True,False,False,False,False,False,False,0.27972483691160266,0.01563590759632141,mp-1183077,Ac2YbMg
0.0,10.020648392119732,118.71184100399978,4,True,False,False,False,False,False,False,-0.46422873105511114,-0.46964893790963136,mp-1183066,Ac2ZnAu
0.0,8.1531421580633,119.98769093173414,4,True,False,False,False,False,False,False,-0.18622434875920135,-0.36525892273917415,mp-865535,Ac2ZnGa
0.0,8.337439913110764,117.91635131252818,4,True,False,False,False,False,False,False,-0.22614394064396814,-0.49837665002262715,mp-866018,Ac2ZnGe
0.0,9.50263321664783,125.81633323680897,4,True,False,False,False,False,False,False,0.07410277705783833,-0.4014087770001273,mp-1183067,Ac2ZnHg
0.0,8.061589177263507,130.63909453024385,4,True,False,False,False,False,False,False,-0.03431873906472782,-0.35521998363711504,mp-1183106,Ac2ZnIn
0.0,10.920979008880119,108.20300751859664,4,True,False,False,False,False,False,False,-0.37856925830440513,-0.3514599518138973,mp-865398,Ac2ZnIr
0.0,7.844824013563706,115.88991727879899,4,True,False,False,False,False,False,False,0.0044491441592152126,-0.39174295061714276,mp-866289,Ac2ZnSi
0.0,8.190482989715774,129.37228854149618,4,True,False,False,False,False,False,False,-0.24958390956244456,-0.5482192990541684,mp-1183061,Ac2ZnSn
0.0,8.698073655591466,150.60190524557544,4,False,False,False,False,True,False,False,0.2762232380791012,0.13389049338614847,mp-1183080,Ac3Ag
0.0,8.795745210236547,297.8591201059116,8,False,True,False,False,False,False,False,0.47635177145112917,0.09628875344612611,mp-1183112,Ac3Ag
0.0,10.10750288448455,144.23916605863153,4,True,False,False,False,False,False,False,0.11755913566604062,-0.36313957466464303,mp-1183064,Ac3Au
0.0,7.898587871097114,319.9333446819538,8,False,True,False,False,False,False,False,0.18895688474242975,-0.23469626054132695,mp-1183119,Ac3Br
0.0,8.513907951860771,154.74561961669158,4,False,False,False,False,True,False,False,0.0958140272457762,-0.15737577644133433,mp-1183090,Ac3Cd
0.0,8.465940021118719,311.2448134722492,8,False,True,False,False,False,False,False,0.1722399018514898,-0.08127697657291318,mp-1183100,Ac3Cd
0.0,8.600356501228827,158.53938101467168,4,True,False,False,False,False,False,False,0.4771614815855336,0.13730660206029158,mp-1183105,Ac3Ce
0.0,9.27794537808979,146.9608992773626,4,False,False,False,False,True,False,False,0.6188406509433568,0.2002369860611379,mp-1183307,Ac3Ce
0.0,8.045300738401082,338.95443826039144,8,False,True,False,False,False,False,False,0.35812991119820947,0.09958916830622687,mp-1183673,Ac3Ce
0.0,7.307826775366824,162.79781013597596,4,True,False,False,False,False,False,False,0.04532151766708741,-0.22425902099123923,mp-1183056,Ac3Cl
0.0,7.66006951102616,310.62334203894056,8,False,True,False,False,False,False,False,-0.09410856443424626,-0.25592105711512964,mp-1183113,Ac3Cl
0.0,8.090113400875609,150.45137186627116,4,True,False,False,False,False,False,False,0.5712516020128955,0.45834410829522554,mp-1183075,Ac3Cr
0.0,8.42104366462826,166.32911055436634,4,False,False,False,False,True,False,False,0.48875470648412567,0.040015443454105286,mp-1183081,Ac3Dy
0.0,8.37612839422867,334.4420325844545,8,False,True,False,False,False,False,False,0.5718935036606164,0.05621447420018638,mp-1183103,Ac3Dy
0.0,8.452892521981868,166.63730248930176,4,False,False,False,False,True,False,False,0.35989191488795097,0.040818971281294136,mp-1183091,Ac3Er
0.0,8.506502535172002,331.17422871997485,8,False,True,False,False,False,False,False,0.5223483578088056,0.0913525103797117,mp-985294,Ac3Er
0.0,7.426651227319795,372.4880085881115,8,False,True,False,False,False,False,False,0.36944393563214406,0.04095206537469896,mp-1183271,Ac3Eu
0.0,9.631634945915158,303.98050672482145,8,False,True,False,False,False,False,False,0.11187512264256433,-0.09839553126538943,mp-985291,Ac3Hg
0.0,8.355102594529876,336.2496936665033,8,False,True,False,False,False,False,False,0.4247551964512611,0.07169299547379986,mp-1183111,Ac3Ho
0.0,7.958048350154888,168.57863580203767,4,False,False,False,False,True,False,False,0.2969060618448963,-0.27725716556400537,mp-1183096,Ac3I
0.0,8.165467581750958,328.5928015963273,8,False,True,False,False,False,False,False,0.09421709225850723,-0.20939930131520362,mp-1183107,Ac3I
0.0,8.547052742837637,309.22633068126885,8,False,True,False,False,False,False,False,0.28447250774710187,-0.2517301791362514,mp-985305,Ac3In
0.0,7.728659383101937,176.16057279362144,4,False,False,False,False,True,False,False,-0.06088071248845761,0.11070484585590325,mp-1183095,Ac3La
0.0,7.51037614881384,362.5610853243514,8,False,True,False,False,False,False,False,0.44742755128128453,-0.009216835148223908,mp-985540,Ac3La
0.0,8.679980294323821,163.75228917856984,4,False,False,False,False,True,False,False,0.38740978586072966,0.11827804278757711,mp-1183087,Ac3Lu
0.0,8.51176277571563,333.977034058236,8,False,True,False,False,False,False,False,0.33046282555512485,0.10521969132897925,mp-1183123,Ac3Lu
0.0,9.377220856369709,137.582258343403,4,False,False,False,False,True,False,False,1.0054345521053243,0.7000895277597031,mp-1183097,Ac3Mo
0.0,9.016807444368908,142.5229257483528,4,False,False,False,False,True,False,False,0.5586685209348661,0.609562472650854,mp-1183104,Ac3Nb
0.0,7.815555595730561,350.671571231021,8,False,True,False,False,False,False,False,0.2855753055743732,0.029689252928205886,mp-985554,Ac3Nd
0.0,9.414685112108275,323.8291764380507,8,False,True,False,False,False,False,False,0.8152839916642569,0.4733918818075329,mp-1183280,Ac3Np
0.0,9.648125796784818,313.94101627190605,8,False,True,False,False,False,False,False,0.9373349760862264,0.41405724978447267,mp-1183126,Ac3Pa
0.0,7.918351771582973,346.43706381773933,8,False,True,False,False,False,False,False,0.2590286110089519,0.07347621022255782,mp-1183109,Ac3Pm
0.0,7.725182243542989,353.3404698907035,8,False,True,False,False,False,False,False,0.19652623977435588,0.05069435722266051,mp-985302,Ac3Pr
0.0,7.579566615941284,318.0863005992664,8,False,True,False,False,False,False,False,0.3440891215873165,0.10058235950011063,mp-985561,Ac3Sc
0.0,8.528232203376154,276.1332351723397,8,False,True,False,False,False,False,False,0.1626323754678101,-0.31425535802546406,mp-1183122,Ac3Si
0.0,8.011382091335042,344.63610464958464,8,False,True,False,False,False,False,False,0.3884856645739487,0.033083579003126286,mp-985547,Ac3Sm
0.0,8.833790548115585,150.3261470506523,4,True,False,False,False,False,False,False,-0.16118385369005883,-0.4057209800569324,mp-861939,Ac3Sn
0.0,8.286315100881167,336.63427946503333,8,False,True,False,False,False,False,False,0.4421662418420054,0.06327038963654134,mp-1183099,Ac3Tb
0.0,9.150766538413295,331.3679485883958,8,False,True,False,False,False,False,False,0.444264510527208,0.16682602216552617,mp-985303,Ac3Th
0.0,8.254063492955588,146.63227740960318,4,False,False,False,False,True,False,False,0.8449654633716064,0.38594966513906936,mp-1183108,Ac3Ti
0.0,9.509015509482957,309.2251888955367,8,False,True,False,False,False,False,False,0.03087806779339912,-0.16509866956434527,mp-985506,Ac3Tl
0.0,8.621865772366718,163.69414660434805,4,False,False,False,False,True,False,False,0.32315862696866676,0.07404863100258387,mp-1183084,Ac3Tm
0.0,8.487668620293496,332.5645764186314,8,False,True,False,False,False,False,False,0.3146506472385114,0.09891979667449355,mp-1183098,Ac3Tm
0.0,8.3089785939614,146.27760096759854,4,False,False,False,False,True,False,False,0.5747263084051852,0.4268468706054649,mp-1183094,Ac3V
0.0,7.532052286652469,169.73577623650237,4,False,False,False,False,True,False,False,0.40304404093468943,0.040424990532044104,mp-1183083,Ac3Y
0.0,7.470095319326484,342.2871293814086,8,False,True,False,False,False,False,False,0.3866488002019854,0.05382902014338618,mp-1183102,Ac3Y
0.0,8.591634155022035,165.06368391048264,4,True,False,False,False,False,False,False,0.3531009791213681,0.08833632931780483,mp-1183059,Ac3Yb
0.0,8.597257610253811,164.95571596547705,4,False,False,False,False,True,False,False,0.33188447561872997,0.05231547219981585,mp-1183088,Ac3Yb
0.0,8.462879578152032,335.1499383496455,8,False,True,False,False,False,False,False,0.13857902556744187,-0.005411944306252213,mp-972002,Ac3Yb
0.0,8.386482896353064,147.79035735001872,4,False,False,False,False,True,False,False,0.3058584163247701,0.08754655811855809,mp-1183092,Ac3Zn
0.0,8.39870785355557,295.15047451903575,8,False,True,False,False,False,False,False,0.3004534147605616,0.03279972057480812,mp-1183116,Ac3Zn
0.0,8.51561675128976,150.5831177726384,4,True,False,False,False,False,False,False,0.44717338524176226,0.2318249758522942,mp-1183058,Ac3Zr
0.0,8.44562670528105,151.83102035095763,4,False,False,False,False,True,False,False,0.5501904488750996,0.25565294393360427,mp-1183082,Ac3Zr
0.0,9.03733750389757,61.529374998134905,2,True,False,False,False,False,False,False,0.0894506472721797,-0.2766927419796765,mp-866199,AcAg
0.0,10.336094994848548,104.41513778107242,4,True,False,False,False,False,False,False,0.2715956908065745,-0.3294745343111514,mp-1183065,AcAg2Pb
0.0,9.245002062933622,100.84407495590021,4,True,False,False,False,False,False,False,-0.030385252450220186,-0.4227389060879681,mp-862890,AcAg2Sn
0.0,9.089635386684668,201.17428469991603,8,False,True,False,False,False,False,False,0.13825611673341465,-0.17346445596838606,mp-865950,AcAg3
0.0,12.407549241985505,97.53764179667198,4,True,False,False,False,False,False,False,-0.3134487829899291,-0.5640356443866423,mp-862972,AcAgAu2
0.0,11.341115452937503,107.77042135516167,4,True,False,False,False,False,False,False,-0.38616751341980426,-0.37880617138476286,mp-862873,AcAgHg2
0.07939999999999901,7.997421189399148,122.51840622789024,4,True,False,False,False,False,False,False,-0.7002088669423885,-1.0303623557377506,mp-867311,AcAgTe2
0.0,5.209835997276531,196.3033251535521,8,False,True,False,False,False,False,False,-0.09988121663384608,-0.41496049414342556,mp-862617,AcAl3
4.1024,8.728230081866649,57.4514132376898,5,True,False,False,False,False,False,False,-3.020533104627209,-3.6902150609568856,mp-1183115,AcAlO3
0.0,13.954950191229132,194.64840754326895,8,False,True,False,False,False,False,False,-0.5001460903421704,-0.7533281139381447,mp-867838,AcAu3
0.8071,9.206878605801688,51.54812640786059,5,True,False,False,False,False,False,False,-2.130157453983291,-2.4553393406717907,mp-1183052,AcBO3
0.0,13.065394061465993,105.47740429917003,4,True,False,False,False,False,False,False,-0.40904619108078455,-0.7258646395883529,mp-866016,AcBiAu2
4.103299999999999,5.679086211676529,272.92894665257506,8,False,True,False,False,False,False,False,-2.3698208687679303,-2.4920592964325934,mp-27972,AcBr3
4.241,7.652290117092176,140.13940983244288,6,False,False,False,False,True,False,False,-2.924762541989415,-3.382467552028211,mp-30274,AcBrO
0.0,8.312530491853725,225.42616597511662,8,False,True,False,False,False,False,False,0.1112235630280171,-0.25789172221059603,mp-867890,AcCd3
0.0,9.14743964790949,100.77617135545579,4,True,False,False,False,False,False,False,0.20451271768146,-0.19300687818025533,mp-867338,AcCdAg2
0.0,12.220222363644247,99.65011717249568,4,True,False,False,False,False,False,False,-0.5015456150942079,-0.6414657962537315,mp-1183071,AcCdAu2
0.0,11.292803173766657,108.89947065837096,4,True,False,False,False,False,False,False,0.04419830851541881,-0.46370603928711523,mp-864644,AcCdHg2
0.0,11.010987936418678,82.22354217420514,4,True,False,False,False,False,False,False,-0.2642988387938382,-0.31170740501889094,mp-861880,AcCdRh2
0.0,8.690928298442326,123.68605593927627,4,True,False,False,False,False,False,False,0.5291717296950356,0.15343604950377993,mp-1183110,AcCe3
0.0,8.205863285210507,261.99477284072276,8,False,True,False,False,False,False,False,0.8218827819964967,0.16748180081979291,mp-1183238,AcCe3
0.0,8.600180790665805,124.99116819172787,4,False,False,False,False,True,False,False,0.29431126435539273,0.18499281222875175,mp-1183262,AcCe3
0.0,5.25394668660631,131.39251408111585,4,True,False,False,False,False,False,False,0.2620847724345842,0.06796653005117084,mp-1183117,AcCeMg2
5.0865,4.724438632804964,234.33710784557522,8,False,True,False,False,False,False,False,-2.473146592736853,-2.8013856181338532,mp-27971,AcCl3
4.4451,7.156870615491261,129.21320315269972,6,False,False,False,False,True,False,False,-3.361943650617432,-3.6008070915219794,mp-30273,AcClO
2.0031,8.848788046728616,61.36284504026082,5,True,False,False,False,False,False,False,-3.07157164415992,-3.130074863145777,mp-866101,AcCrO3
0.0,8.572205360336502,161.80298663994378,8,False,True,False,False,False,False,False,0.2507287518459051,-0.04566015051697146,mp-1183114,AcCu3
0.0,8.69748267941945,130.4160876772585,10,False,False,False,False,True,False,False,-2.494244713558916,-2.6289803885310636,mp-1232311,AcCuO2F
0.0,9.380470938074593,59.92938665681022,5,True,False,False,False,False,False,False,-2.051853558904723,-2.4135531632967133,mp-864606,AcCuO3
0.0,8.533131153955376,139.04100870824428,4,True,False,False,False,False,False,False,0.23836744173992755,0.12727979811228943,mp-1183062,AcDy3
0.0,8.541776627818674,138.90027974059615,4,False,False,False,False,True,False,False,0.6037339201276319,0.10339005394204757,mp-985301,AcDy3
0.0,8.909680596172521,135.82559624633654,4,True,False,False,False,False,False,False,0.2578674930245684,0.08107455461295474,mp-985300,AcEr3
0.0,6.352772221804174,356.99968601945636,8,False,True,False,False,False,False,False,0.27715715819414966,0.0537057030480255,mp-1183125,AcEu3
0.0,11.535299055302662,111.26073853476328,4,True,False,False,False,False,False,False,-0.35783965426954956,-0.8108429539808262,mp-1006278,AcEuAu2
0.0,5.187278229481542,136.87396346453383,4,True,False,False,False,False,False,False,0.061341613159907715,-0.042090927876594735,mp-1183268,AcEuMg2
0.0,7.503161499665293,112.82083245672415,4,True,False,False,False,False,False,False,0.07242308831562037,-0.20741671138300571,mp-1183124,AcEuZn2
7.4101,8.787879077937266,53.663134879951954,4,True,False,False,False,False,False,False,-3.9672618837326357,-4.469874673736771,mp-977360,AcF3
6.0693,8.793764902943147,53.6272171786424,4,False,False,False,False,True,False,False,-4.4091099545591845,-4.4934164872335725,mp-985278,AcF3
0.9887999999999991,8.889999465919495,61.79731063258672,5,True,False,False,False,False,False,False,-2.4438443867201554,-2.7911021321577927,mp-861502,AcFeO3
0.0,7.711083092964986,187.85316029096617,8,False,True,False,False,False,False,False,-0.25694744773773553,-0.6286188579952707,mp-867815,AcGa3
2.895900000000001,9.31449500321555,61.455078293307366,5,True,False,False,False,False,False,False,-2.6459791862334034,-3.086795474243831,mp-1183053,AcGaO3
0.49099999999999905,7.18122937756361,127.62295354587478,4,True,False,False,False,False,False,False,-0.9571838785067142,-1.0827565148327027,mp-861884,AcGaTe2
0.0,7.858576635263988,188.02566311980837,8,False,True,False,False,False,False,False,-0.3423988288376395,-0.4864973474503573,mp-862665,AcGe3
0.0,7.345135733071883,51.77437550942748,3,True,False,False,False,False,False,False,-0.30604236349079944,-0.683865048314846,mp-24147,AcH2
0.640699999999999,7.784733821859042,49.065716066750646,4,True,False,False,False,False,False,False,-0.32725432995252113,-0.6447337157238996,mp-861605,AcH3
0.0,12.291320218467966,223.93118684814755,8,False,True,False,False,False,False,False,-0.13966521619811556,-0.5044718291544047,mp-862289,AcHg3
0.0,13.529897145472034,100.82643275831269,4,True,False,False,False,False,False,False,-0.3056665523254527,-0.612055266040746,mp-861966,AcHgAu2
0.0,12.771599111355195,82.35359536053441,4,True,False,False,False,False,False,False,-0.12369331198677568,-0.3063658410941742,mp-1183060,AcHgRh2
0.0,8.7512973367685,129.5578730390253,4,True,False,False,False,False,False,False,-0.6533564816758556,-0.9572771186812844,mp-1183055,AcHgTe2
2.5892,4.3344198328891235,465.6364161794002,8,False,True,False,False,False,False,False,-1.4570423321301986,-1.8207382397405651,mp-861867,AcI3
0.0,8.115717260334973,233.8478932484816,8,False,True,False,False,False,False,False,-0.35786161832895624,-0.5250731488130026,mp-867297,AcIn3
0.0,9.178970004926356,100.86544159724063,4,True,False,False,False,False,False,False,0.25267184729671643,-0.3599523463868564,mp-1183121,AcInAg2
0.0,12.104970677214213,100.92907620537702,4,True,False,False,False,False,False,False,-0.34161923623822693,-0.6859867493498998,mp-862860,AcInAu2
0.0,11.066496074405764,111.48761063215909,4,True,False,False,False,False,False,False,-0.3893078002053903,-0.5054570954311871,mp-867321,AcInHg2
0.3799,7.448293892336029,133.1005095654828,4,True,False,False,False,False,False,False,-0.7665390730799234,-1.1484245777754545,mp-861460,AcInTe2
0.0,7.173638101326436,84.69904935757582,2,False,True,False,False,False,False,False,0.1858308532158968,-0.003234734418750544,mp-1183049,AcLa
0.0,6.638508627349762,322.03505534743505,8,False,True,False,False,False,False,False,0.4506873124363688,0.005772526606702862,mp-1183051,AcLa3
0.0,6.793603205833718,157.34157769158733,4,False,False,False,False,True,False,False,0.49936577872611365,0.04349328842260455,mp-985059,AcLa3
0.0,7.647225665938363,128.27214528504615,4,True,False,False,False,False,False,False,-0.09801404462775658,-0.30336213700172604,mp-1183118,AcLaCd2
0.0,5.177322328761776,132.9488658299706,4,True,False,False,False,False,False,False,0.37667719001164723,-0.05393304061202732,mp-1183101,AcLaMg2
0.0,5.928424529603138,70.38999451678067,2,True,False,False,False,False,False,False,0.3020232152904787,-0.10090805794380338,mp-866286,AcMg
0.0,4.172201049624254,238.73277832773198,8,False,True,False,False,False,False,False,0.4089796333741735,0.011115835755000043,mp-1183237,AcMg3
0.0,4.364696452825614,114.10199530300227,4,True,False,False,False,False,False,False,0.552971068023091,-0.06852357881805628,mp-984785,AcMg3
0.0,3.533259903838494,163.79756766775884,6,False,True,False,False,False,False,False,0.2273654030162364,-0.01925738145294731,mp-1525815,AcMg5
0.0,3.533703416880433,163.7770095311729,6,False,True,False,False,False,False,False,0.15268728076304455,-0.015483366573951978,mp-864996,AcMg5
0.0,7.12402075752759,110.98051382397257,4,True,False,False,False,False,False,False,-0.0718429288188285,-0.2593189189278873,mp-865979,AcMgCd2
0.0,9.905053371936065,109.38626902711195,4,True,False,False,False,False,False,False,-0.24435370836982176,-0.4045213686124642,mp-866225,AcMgHg2
0.0,7.671748358584634,64.78375373225691,5,True,False,False,False,False,False,False,-2.7134105829121156,-2.994032058599993,mp-1183142,AcMgO3
0.0,9.226817152387888,118.79228345491879,4,True,False,False,False,False,False,False,0.10861527768082356,-0.25872277422745515,mp-861735,AcMgTl2
0.0,6.5624667485201815,96.69080150226694,4,True,False,False,False,False,False,False,0.10567119552450482,-0.26608906489728423,mp-1183182,AcMgZn2
0.0,8.802373253340264,62.241398829787876,5,True,False,False,False,False,False,False,-2.5495525357308026,-3.0325087938363833,mp-864911,AcMnO3
0.0517,8.01361833485228,99.88023485516378,4,False,True,False,False,False,False,False,-1.020612854343312,-1.3120736367060073,mp-866056,AcN
0.0,9.5378414615304,88.04574830525746,4,True,False,False,False,False,False,False,1.1031739784485977,0.5381997837341385,mp-1183255,AcNb3
0.0,7.222751365085316,151.6736131257941,4,False,False,False,False,True,False,False,0.2977027300143046,0.04026158098323725,mp-1183235,AcNd3
0.0,7.140601318909621,306.837126825906,8,False,True,False,False,False,False,False,0.7450683387384388,0.029139517267528527,mp-1183259,AcNd3
0.0,5.43849258512513,128.19372965534754,4,True,False,False,False,False,False,False,0.3382664171647519,-0.035209401736853135,mp-1183179,AcNdMg2
0.0,9.494942767086057,58.35821779959113,5,True,False,False,False,False,False,False,-2.2840502089624404,-2.4645379404846937,mp-1183139,AcNiO3
0.0,8.627683228517736,93.53843579388911,4,False,True,False,False,False,False,False,-2.7860936984591667,-2.9353432573404126,mp-1183172,AcO
4.256600000000001,8.272058043900467,52.593633321731225,3,True,False,False,False,False,False,False,-3.787044838546859,-4.137459579704688,mp-36526,AcOF
0.0,13.15963505590593,104.49738325972,4,True,False,False,False,False,False,False,-0.4162456596738797,-0.6726745010024786,mp-867422,AcPbAu2
0.0,9.497547055496376,66.68667373916479,5,True,False,False,False,False,False,False,-1.8298553313861843,-2.2274707267845146,mp-1183145,AcPdO3
0.0,7.395099213769491,148.64937309324716,4,False,False,False,False,True,False,False,0.4130809461860327,0.056173330194256785,mp-1183241,AcPm3
0.0,7.316926266082997,300.4750415990404,8,False,True,False,False,False,False,False,0.3274088218514681,-0.007734004946214172,mp-1183264,AcPm3
0.0,6.963544360654057,154.93408027061994,4,False,False,False,False,True,False,False,0.21540774916473826,0.06513046727460846,mp-1183239,AcPr3
0.0,6.9060635543457884,312.4472667972143,8,False,True,False,False,False,False,False,0.11848849442211828,0.06408964194540608,mp-1183266,AcPr3
0.0,5.302762223233009,130.43085860480866,4,True,False,False,False,False,False,False,0.17576839864828084,-0.08775485239896091,mp-1183181,AcPrMg2
0.0,12.201403840756067,87.10172062363914,4,True,False,False,False,False,False,False,0.08239564977352382,-0.35338658358522307,mp-1183220,AcRh2Pb
0.0,12.074736666490757,102.1364692422039,4,True,False,False,False,False,False,False,-0.3871694952554674,-0.720462775503827,mp-862894,AcSbAu2
0.0,5.124438034844145,234.52152547625482,8,False,True,False,False,False,False,False,0.23643860381820078,0.11926451709294703,mp-1183247,AcSc3
3.3847,7.569207408829243,70.19180130743561,5,True,False,False,False,False,False,False,-3.503083291622322,-3.819044631502943,mp-1183152,AcScO3
0.0,7.495921073984983,102.76133574668306,4,False,False,False,False,True,False,False,-0.8442462717125503,-1.1591028752169403,mp-1183234,AcSe3
0.0,7.396126182956262,208.29576001271505,8,False,True,False,False,False,False,False,-1.039494379102046,-1.174462761841691,mp-867800,AcSe3
0.0,6.003622777251709,172.1805640226397,8,False,True,False,False,False,False,False,0.0015902477668281283,-0.3608350939279432,mp-866222,AcSi3
